,Region,Country,Item_Type,Sales_Channel,Order_Priority,Order_Date,Order_ID,Ship_Date,Units_Sold,Unit_Price,Unit_Cost,Total_Revenue,Total_Cost,Total_Profit
2733,Europe,Ukraine,Meat,Online,C,19-04-2015,722066819,03-05-2015,4473,421.89,364.69,1887113.97,1631258.37,255855.6
29590,Europe,Ukraine,Meat,Online,C,19-04-2015,722066819,03-05-2015,4473,421.89,364.69,1887113.97,1631258.37,255855.6
5034,Europe,United Kingdom,Beverages,Online,H,19-04-2015,765754210,13-05-2015,2542,47.45,31.79,120617.9,80810.18,39807.72
8620,Europe,United Kingdom,Vegetables,Online,L,19-04-2015,809441602,24-05-2015,612,154.06,90.93,94284.72,55649.16,38635.56
17383,Europe,United Kingdom,Beverages,Online,H,19-04-2015,765754210,13-05-2015,2542,47.45,31.79,120617.9,80810.18,39807.72
21308,Europe,United Kingdom,Vegetables,Online,L,19-04-2015,809441602,24-05-2015,612,154.06,90.93,94284.72,55649.16,38635.56
34020,Europe,United Kingdom,Vegetables,Online,L,19-04-2015,809441602,24-05-2015,612,154.06,90.93,94284.72,55649.16,38635.56
999,Europe,Vatican City,Meat,Online,M,19-04-2015,437311494,27-04-2015,9044,421.89,364.69,3815573.16,3298256.36,517316.8
2075,Europe,Vatican City,Beverages,Online,C,19-04-2015,480998885,08-05-2015,7114,47.45,31.79,337559.3,226154.06,111405.24
13484,Europe,Vatican City,Cereal,Offline,C,19-04-2015,393624103,07-06-2015,974,205.7,117.11,200351.8,114065.14,86286.66
13780,Europe,Vatican City,Office Supplies,Online,M,19-04-2015,524686276,19-05-2015,5184,651.21,524.96,3375872.64,2721392.64,654480.0
24573,Europe,Vatican City,Cereal,Offline,C,19-04-2015,393624103,07-06-2015,974,205.7,117.11,200351.8,114065.14,86286.66
24869,Europe,Vatican City,Office Supplies,Online,M,19-04-2015,524686276,19-05-2015,5184,651.21,524.96,3375872.64,2721392.64,654480.0
27856,Europe,Vatican City,Meat,Online,M,19-04-2015,437311494,27-04-2015,9044,421.89,364.69,3815573.16,3298256.36,517316.8
28932,Europe,Vatican City,Beverages,Online,C,19-04-2015,480998885,08-05-2015,7114,47.45,31.79,337559.3,226154.06,111405.24
1317,Europe,Albania,Clothes,Offline,C,20-04-2015,416373097,05-05-2015,2907,109.28,35.84,317676.96,104186.88,213490.08
7908,Europe,Albania,Cosmetics,Offline,M,20-04-2015,460060489,16-05-2015,977,437.2,263.33,427144.4,257273.41,169870.99
20596,Europe,Albania,Cosmetics,Offline,M,20-04-2015,460060489,16-05-2015,977,437.2,263.33,427144.4,257273.41,169870.99
28174,Europe,Albania,Clothes,Offline,C,20-04-2015,416373097,05-05-2015,2907,109.28,35.84,317676.96,104186.88,213490.08
33308,Europe,Albania,Cosmetics,Offline,M,20-04-2015,460060489,16-05-2015,977,437.2,263.33,427144.4,257273.41,169870.99
8072,Europe,Andorra,Personal Care,Online,C,20-04-2015,503747880,27-05-2015,9047,81.73,56.67,739411.31,512693.49,226717.82
20760,Europe,Andorra,Personal Care,Online,C,20-04-2015,503747880,27-05-2015,9047,81.73,56.67,739411.31,512693.49,226717.82
33472,Europe,Andorra,Personal Care,Online,C,20-04-2015,503747880,27-05-2015,9047,81.73,56.67,739411.31,512693.49,226717.82
6263,Europe,Armenia,Household,Online,L,20-04-2015,218992555,22-05-2015,3618,668.27,502.54,2417800.86,1818189.72,599611.14
9562,Europe,Armenia,Clothes,Offline,L,20-04-2015,131617772,30-04-2015,7478,109.28,35.84,817195.84,268011.52,549184.32
10451,Europe,Armenia,Cosmetics,Offline,H,20-04-2015,175305163,11-05-2015,5548,437.2,263.33,2425585.6,1460954.84,964630.76
18612,Europe,Armenia,Household,Online,L,20-04-2015,218992555,22-05-2015,3618,668.27,502.54,2417800.86,1818189.72,599611.14
22250,Europe,Armenia,Clothes,Offline,L,20-04-2015,131617772,30-04-2015,7478,109.28,35.84,817195.84,268011.52,549184.32
31324,Europe,Armenia,Household,Online,L,20-04-2015,218992555,22-05-2015,3618,668.27,502.54,2417800.86,1818189.72,599611.14
34962,Europe,Armenia,Clothes,Offline,L,20-04-2015,131617772,30-04-2015,7478,109.28,35.84,817195.84,268011.52,549184.32
35851,Europe,Armenia,Cosmetics,Offline,H,20-04-2015,175305163,11-05-2015,5548,437.2,263.33,2425585.6,1460954.84,964630.76
9317,Europe,Austria,Household,Online,M,20-04-2015,834237229,16-05-2015,8190,668.27,502.54,5473131.3,4115802.6,1357328.7
9517,Europe,Austria,Clothes,Offline,M,20-04-2015,746862447,25-04-2015,2050,109.28,35.84,224024.0,73472.0,150552.0
11424,Europe,Austria,Fruits,Online,C,20-04-2015,790549838,06-05-2015,120,9.33,6.92,1119.6,830.4,289.2
22005,Europe,Austria,Household,Online,M,20-04-2015,834237229,16-05-2015,8190,668.27,502.54,5473131.3,4115802.6,1357328.7
22205,Europe,Austria,Clothes,Offline,M,20-04-2015,746862447,25-04-2015,2050,109.28,35.84,224024.0,73472.0,150552.0
34717,Europe,Austria,Household,Online,M,20-04-2015,834237229,16-05-2015,8190,668.27,502.54,5473131.3,4115802.6,1357328.7
34917,Europe,Austria,Clothes,Offline,M,20-04-2015,746862447,25-04-2015,2050,109.28,35.84,224024.0,73472.0,150552.0
36824,Europe,Austria,Fruits,Online,C,20-04-2015,790549838,06-05-2015,120,9.33,6.92,1119.6,830.4,289.2
721,Europe,Belarus,Vegetables,Offline,L,20-04-2015,418419730,30-05-2015,8551,154.06,90.93,1317367.06,777542.43,539824.63
3079,Europe,Belarus,Fruits,Online,L,20-04-2015,505794513,30-04-2015,4691,9.33,6.92,43767.03,32461.72,11305.31
8896,Europe,Belarus,Clothes,Offline,H,20-04-2015,462107121,20-04-2015,6621,109.28,35.84,723542.88,237296.64,486246.24
15428,Europe,Belarus,Fruits,Online,L,20-04-2015,505794513,30-04-2015,4691,9.33,6.92,43767.03,32461.72,11305.31
21584,Europe,Belarus,Clothes,Offline,H,20-04-2015,462107121,20-04-2015,6621,109.28,35.84,723542.88,237296.64,486246.24
27578,Europe,Belarus,Vegetables,Offline,L,20-04-2015,418419730,30-05-2015,8551,154.06,90.93,1317367.06,777542.43,539824.63
29936,Europe,Belarus,Fruits,Online,L,20-04-2015,505794513,30-04-2015,4691,9.33,6.92,43767.03,32461.72,11305.31
34296,Europe,Belarus,Clothes,Offline,H,20-04-2015,462107121,20-04-2015,6621,109.28,35.84,723542.88,237296.64,486246.24
5807,Europe,Belgium,Vegetables,Offline,H,20-04-2015,133664405,25-05-2015,3123,154.06,90.93,481129.38,283974.39,197154.99
10068,Europe,Belgium,Household,Online,C,20-04-2015,549481904,11-05-2015,2761,668.27,502.54,1845093.47,1387512.94,457580.53
18156,Europe,Belgium,Vegetables,Offline,H,20-04-2015,133664405,25-05-2015,3123,154.06,90.93,481129.38,283974.39,197154.99
22756,Europe,Belgium,Household,Online,C,20-04-2015,549481904,11-05-2015,2761,668.27,502.54,1845093.47,1387512.94,457580.53
30868,Europe,Belgium,Vegetables,Offline,H,20-04-2015,133664405,25-05-2015,3123,154.06,90.93,481129.38,283974.39,197154.99
35468,Europe,Belgium,Household,Online,C,20-04-2015,549481904,11-05-2015,2761,668.27,502.54,1845093.47,1387512.94,457580.53
514,Europe,Bosnia and Herzegovina,Clothes,Online,L,20-04-2015,264726579,06-05-2015,7332,109.28,35.84,801240.96,262778.88,538462.08
8561,Europe,Bosnia and Herzegovina,Fruits,Online,H,20-04-2015,221039187,25-04-2015,9262,9.33,6.92,86414.46,64093.04,22321.42
21249,Europe,Bosnia and Herzegovina,Fruits,Online,H,20-04-2015,221039187,25-04-2015,9262,9.33,6.92,86414.46,64093.04,22321.42
26816,Europe,Bosnia and Herzegovina,Snacks,Online,L,20-04-2015,177351796,05-06-2015,1192,152.58,97.44,181875.36,116148.48,65726.88
27371,Europe,Bosnia and Herzegovina,Clothes,Online,L,20-04-2015,264726579,06-05-2015,7332,109.28,35.84,801240.96,262778.88,538462.08
33961,Europe,Bosnia and Herzegovina,Fruits,Online,H,20-04-2015,221039187,25-04-2015,9262,9.33,6.92,86414.46,64093.04,22321.42
3459,Europe,Bulgaria,Office Supplies,Offline,C,20-04-2015,748909080,20-05-2015,7694,651.21,524.96,5010409.74,4039042.24,971367.5
4078,Europe,Bulgaria,Clothes,Online,M,20-04-2015,879971253,01-05-2015,1904,109.28,35.84,208069.12,68239.36,139829.76
5028,Europe,Bulgaria,Fruits,Online,C,20-04-2015,836283862,20-04-2015,3834,9.33,6.92,35771.22,26531.28,9239.94
6173,Europe,Bulgaria,Snacks,Online,M,20-04-2015,792596471,30-05-2015,5764,152.58,97.44,879471.12,561644.16,317826.96
15808,Europe,Bulgaria,Office Supplies,Offline,C,20-04-2015,748909080,20-05-2015,7694,651.21,524.96,5010409.74,4039042.24,971367.5
16427,Europe,Bulgaria,Clothes,Online,M,20-04-2015,879971253,01-05-2015,1904,109.28,35.84,208069.12,68239.36,139829.76
17377,Europe,Bulgaria,Fruits,Online,C,20-04-2015,836283862,20-04-2015,3834,9.33,6.92,35771.22,26531.28,9239.94
18522,Europe,Bulgaria,Snacks,Online,M,20-04-2015,792596471,30-05-2015,5764,152.58,97.44,879471.12,561644.16,317826.96
30316,Europe,Bulgaria,Office Supplies,Offline,C,20-04-2015,748909080,20-05-2015,7694,651.21,524.96,5010409.74,4039042.24,971367.5
31234,Europe,Bulgaria,Snacks,Online,M,20-04-2015,792596471,30-05-2015,5764,152.58,97.44,879471.12,561644.16,317826.96
1464,Europe,Croatia,Office Supplies,Online,L,20-04-2015,464153754,15-05-2015,2265,651.21,524.96,1474990.65,1189034.4,285956.25
3810,Europe,Croatia,Snacks,Online,H,20-04-2015,507841145,25-05-2015,335,152.58,97.44,51114.3,32642.4,18471.9
12820,Europe,Croatia,Clothes,Offline,H,20-04-2015,595215928,26-04-2015,6475,109.28,35.84,707588.0,232064.0,475524.0
16159,Europe,Croatia,Snacks,Online,H,20-04-2015,507841145,25-05-2015,335,152.58,97.44,51114.3,32642.4,18471.9
23909,Europe,Croatia,Clothes,Offline,H,20-04-2015,595215928,26-04-2015,6475,109.28,35.84,707588.0,232064.0,475524.0
26547,Europe,Croatia,Vegetables,Online,L,20-04-2015,551528537,05-06-2015,8405,154.06,90.93,1294874.3,764266.65,530607.65
28321,Europe,Croatia,Office Supplies,Online,L,20-04-2015,464153754,15-05-2015,2265,651.21,524.96,1474990.65,1189034.4,285956.25
30667,Europe,Croatia,Snacks,Online,H,20-04-2015,507841145,25-05-2015,335,152.58,97.44,51114.3,32642.4,18471.9
38220,Europe,Croatia,Clothes,Offline,H,20-04-2015,595215928,26-04-2015,6475,109.28,35.84,707588.0,232064.0,475524.0
921,Europe,Cyprus,Beverages,Online,C,20-04-2015,223085820,20-05-2015,4907,47.45,31.79,232837.15,155993.53,76843.62
20290,Europe,Cyprus,Office Supplies,Online,M,20-04-2015,179398429,09-05-2015,6837,651.21,524.96,4452322.77,3589151.52,863171.25
27778,Europe,Cyprus,Beverages,Online,C,20-04-2015,223085820,20-05-2015,4907,47.45,31.79,232837.15,155993.53,76843.62
33002,Europe,Cyprus,Office Supplies,Online,M,20-04-2015,179398429,09-05-2015,6837,651.21,524.96,4452322.77,3589151.52,863171.25
795,Europe,Czech Republic,Vegetables,Online,M,20-04-2015,266773211,31-05-2015,2976,154.06,90.93,458482.56,270607.68,187874.88
3525,Europe,Czech Republic,Clothes,Offline,C,20-04-2015,310460603,20-04-2015,1046,109.28,35.84,114306.88,37488.64,76818.24
15874,Europe,Czech Republic,Clothes,Offline,C,20-04-2015,310460603,20-04-2015,1046,109.28,35.84,114306.88,37488.64,76818.24
27652,Europe,Czech Republic,Vegetables,Online,M,20-04-2015,266773211,31-05-2015,2976,154.06,90.93,458482.56,270607.68,187874.88
30382,Europe,Czech Republic,Clothes,Offline,C,20-04-2015,310460603,20-04-2015,1046,109.28,35.84,114306.88,37488.64,76818.24
262,Europe,Denmark,Vegetables,Offline,H,20-04-2015,882017886,26-05-2015,7548,154.06,90.93,1162844.88,686339.64,476505.24
5323,Europe,Denmark,Beverages,Online,L,20-04-2015,838330495,15-05-2015,9478,47.45,31.79,449731.1,301305.62,148425.48
14550,Europe,Denmark,Meat,Online,H,20-04-2015,794643104,04-05-2015,1408,421.89,364.69,594021.12,513483.52,80537.6
15149,Europe,Denmark,Snacks,Offline,L,20-04-2015,925705277,05-06-2015,5618,152.58,97.44,857194.44,547417.92,309776.52
17672,Europe,Denmark,Beverages,Online,L,20-04-2015,838330495,15-05-2015,9478,47.45,31.79,449731.1,301305.62,148425.48
25639,Europe,Denmark,Meat,Online,H,20-04-2015,794643104,04-05-2015,1408,421.89,364.69,594021.12,513483.52,80537.6
26238,Europe,Denmark,Snacks,Offline,L,20-04-2015,925705277,05-06-2015,5618,152.58,97.44,857194.44,547417.92,309776.52
27119,Europe,Denmark,Vegetables,Offline,H,20-04-2015,882017886,26-05-2015,7548,154.06,90.93,1162844.88,686339.64,476505.24
6138,Europe,Estonia,Office Supplies,Offline,L,20-04-2015,597262561,20-05-2015,2119,651.21,524.96,1379913.99,1112390.24,267523.75
8390,Europe,Estonia,Snacks,Offline,H,20-04-2015,640949952,31-05-2015,189,152.58,97.44,28837.62,18416.16,10421.46
9005,Europe,Estonia,Beverages,Online,H,20-04-2015,553575170,10-05-2015,4049,47.45,31.79,192125.05,128717.71,63407.34
13813,Europe,Estonia,Meat,Online,L,20-04-2015,509887778,29-04-2015,5979,421.89,364.69,2522480.31,2180481.51,341998.8
18487,Europe,Estonia,Office Supplies,Offline,L,20-04-2015,597262561,20-05-2015,2119,651.21,524.96,1379913.99,1112390.24,267523.75
21078,Europe,Estonia,Snacks,Offline,H,20-04-2015,640949952,31-05-2015,189,152.58,97.44,28837.62,18416.16,10421.46
21693,Europe,Estonia,Beverages,Online,H,20-04-2015,553575170,10-05-2015,4049,47.45,31.79,192125.05,128717.71,63407.34
24902,Europe,Estonia,Meat,Online,L,20-04-2015,509887778,29-04-2015,5979,421.89,364.69,2522480.31,2180481.51,341998.8
31199,Europe,Estonia,Office Supplies,Offline,L,20-04-2015,597262561,20-05-2015,2119,651.21,524.96,1379913.99,1112390.24,267523.75
33790,Europe,Estonia,Snacks,Offline,H,20-04-2015,640949952,31-05-2015,189,152.58,97.44,28837.62,18416.16,10421.46
34405,Europe,Estonia,Beverages,Online,H,20-04-2015,553575170,10-05-2015,4049,47.45,31.79,192125.05,128717.71,63407.34
4565,Europe,Finland,Baby Food,Offline,C,20-04-2015,268819844,05-05-2015,8621,255.28,159.42,2200768.88,1374359.82,826409.06
13504,Europe,Finland,Meat,Online,M,20-04-2015,225132453,24-04-2015,551,421.89,364.69,232461.39,200944.19,31517.2
16914,Europe,Finland,Baby Food,Offline,C,20-04-2015,268819844,05-05-2015,8621,255.28,159.42,2200768.88,1374359.82,826409.06
24593,Europe,Finland,Meat,Online,M,20-04-2015,225132453,24-04-2015,551,421.89,364.69,232461.39,200944.19,31517.2
7408,Europe,France,Snacks,Offline,C,20-04-2015,356194627,26-05-2015,4760,152.58,97.44,726280.8,463814.4,262466.4
10221,Europe,France,Office Supplies,Offline,M,20-04-2015,312507236,15-05-2015,6690,651.21,524.96,4356594.9,3511982.4,844612.5
19757,Europe,France,Snacks,Offline,C,20-04-2015,356194627,26-05-2015,4760,152.58,97.44,726280.8,463814.4,262466.4
22909,Europe,France,Office Supplies,Offline,M,20-04-2015,312507236,15-05-2015,6690,651.21,524.96,4356594.9,3511982.4,844612.5
32469,Europe,France,Snacks,Offline,C,20-04-2015,356194627,26-05-2015,4760,152.58,97.44,726280.8,463814.4,262466.4
35621,Europe,France,Office Supplies,Offline,M,20-04-2015,312507236,15-05-2015,6690,651.21,524.96,4356594.9,3511982.4,844612.5
3488,Europe,Georgia,Beverages,Online,L,20-04-2015,971439301,21-05-2015,9332,47.45,31.79,442803.4,296664.28,146139.12
5185,Europe,Georgia,Office Supplies,Offline,H,20-04-2015,927751910,10-05-2015,1262,651.21,524.96,821827.02,662499.52,159327.5
5836,Europe,Georgia,Personal Care,Online,H,20-04-2015,840377128,09-06-2015,5122,81.73,56.67,418621.06,290263.74,128357.32
15097,Europe,Georgia,Baby Food,Offline,L,20-04-2015,884064519,29-04-2015,3192,255.28,159.42,814853.76,508868.64,305985.12
15837,Europe,Georgia,Beverages,Online,L,20-04-2015,971439301,21-05-2015,9332,47.45,31.79,442803.4,296664.28,146139.12
17534,Europe,Georgia,Office Supplies,Offline,H,20-04-2015,927751910,10-05-2015,1262,651.21,524.96,821827.02,662499.52,159327.5
18185,Europe,Georgia,Personal Care,Online,H,20-04-2015,840377128,09-06-2015,5122,81.73,56.67,418621.06,290263.74,128357.32
26186,Europe,Georgia,Baby Food,Offline,L,20-04-2015,884064519,29-04-2015,3192,255.28,159.42,814853.76,508868.64,305985.12
30345,Europe,Georgia,Beverages,Online,L,20-04-2015,971439301,21-05-2015,9332,47.45,31.79,442803.4,296664.28,146139.12
30897,Europe,Georgia,Personal Care,Online,H,20-04-2015,840377128,09-06-2015,5122,81.73,56.67,418621.06,290263.74,128357.32
1515,Europe,Germany,Baby Food,Offline,M,20-04-2015,599309194,24-04-2015,7763,255.28,159.42,1981738.64,1237577.46,744161.18
5005,Europe,Germany,Beverages,Online,M,20-04-2015,686683976,16-05-2015,3903,47.45,31.79,185197.35,124076.37,61120.98
14171,Europe,Germany,Meat,Offline,C,20-04-2015,642996585,05-05-2015,5833,421.89,364.69,2460884.37,2127236.77,333647.6
14223,Europe,Germany,Personal Care,Offline,C,20-04-2015,555621802,03-06-2015,9693,81.73,56.67,792208.89,549302.31,242906.58
17354,Europe,Germany,Beverages,Online,M,20-04-2015,686683976,16-05-2015,3903,47.45,31.79,185197.35,124076.37,61120.98
25260,Europe,Germany,Meat,Offline,C,20-04-2015,642996585,05-05-2015,5833,421.89,364.69,2460884.37,2127236.77,333647.6
25312,Europe,Germany,Personal Care,Offline,C,20-04-2015,555621802,03-06-2015,9693,81.73,56.67,792208.89,549302.31,242906.58
28372,Europe,Germany,Baby Food,Offline,M,20-04-2015,599309194,24-04-2015,7763,255.28,159.42,1981738.64,1237577.46,744161.18
3162,Europe,Greece,Cereal,Offline,H,20-04-2015,314553868,09-06-2015,2335,205.7,117.11,480309.5,273451.85,206857.65
15160,Europe,Greece,Personal Care,Offline,L,20-04-2015,270866477,29-05-2015,4265,81.73,56.67,348578.45,241697.55,106880.9
15511,Europe,Greece,Cereal,Offline,H,20-04-2015,314553868,09-06-2015,2335,205.7,117.11,480309.5,273451.85,206857.65
26249,Europe,Greece,Personal Care,Offline,L,20-04-2015,270866477,29-05-2015,4265,81.73,56.67,348578.45,241697.55,106880.9
30019,Europe,Greece,Cereal,Offline,H,20-04-2015,314553868,09-06-2015,2335,205.7,117.11,480309.5,273451.85,206857.65
3984,Europe,Hungary,Beverages,Online,H,20-04-2015,401928651,10-05-2015,8474,47.45,31.79,402091.3,269388.46,132702.84
13730,Europe,Hungary,Meat,Online,L,20-04-2015,358241260,30-04-2015,404,421.89,364.69,170443.56,147334.76,23108.8
16333,Europe,Hungary,Beverages,Online,H,20-04-2015,401928651,10-05-2015,8474,47.45,31.79,402091.3,269388.46,132702.84
24819,Europe,Hungary,Meat,Online,L,20-04-2015,358241260,30-04-2015,404,421.89,364.69,170443.56,147334.76,23108.8
849,Europe,Iceland,Personal Care,Offline,H,20-04-2015,886111152,24-05-2015,8836,81.73,56.67,722166.28,500736.12,221430.16
8099,Europe,Iceland,Baby Food,Online,L,20-04-2015,117173326,05-05-2015,3046,255.28,159.42,777582.88,485593.32,291989.56
11741,Europe,Iceland,Meat,Online,H,20-04-2015,973485934,24-04-2015,4976,421.89,364.69,2099324.64,1814697.44,284627.2
11878,Europe,Iceland,Cereal,Offline,L,20-04-2015,929798543,04-06-2015,6906,205.7,117.11,1420564.2,808761.66,611802.54
20787,Europe,Iceland,Baby Food,Online,L,20-04-2015,117173326,05-05-2015,3046,255.28,159.42,777582.88,485593.32,291989.56
27706,Europe,Iceland,Personal Care,Offline,H,20-04-2015,886111152,24-05-2015,8836,81.73,56.67,722166.28,500736.12,221430.16
33499,Europe,Iceland,Baby Food,Online,L,20-04-2015,117173326,05-05-2015,3046,255.28,159.42,777582.88,485593.32,291989.56
37141,Europe,Iceland,Meat,Online,H,20-04-2015,973485934,24-04-2015,4976,421.89,364.69,2099324.64,1814697.44,284627.2
37278,Europe,Iceland,Cereal,Offline,L,20-04-2015,929798543,04-06-2015,6906,205.7,117.11,1420564.2,808761.66,611802.54
448,Europe,Ireland,Personal Care,Online,C,20-04-2015,688730609,09-06-2015,9547,81.73,56.67,780276.31,541028.49,239247.82
4535,Europe,Ireland,Cereal,Online,M,20-04-2015,645043218,30-05-2015,1477,205.7,117.11,303818.9,172971.47,130847.43
9919,Europe,Ireland,Baby Food,Online,M,20-04-2015,732418000,30-04-2015,7617,255.28,159.42,1944467.76,1214302.14,730165.62
10359,Europe,Ireland,Household,Offline,C,20-04-2015,601355826,19-05-2015,3407,668.27,502.54,2276795.89,1712153.78,564642.11
16884,Europe,Ireland,Cereal,Online,M,20-04-2015,645043218,30-05-2015,1477,205.7,117.11,303818.9,172971.47,130847.43
22607,Europe,Ireland,Baby Food,Online,M,20-04-2015,732418000,30-04-2015,7617,255.28,159.42,1944467.76,1214302.14,730165.62
27305,Europe,Ireland,Personal Care,Online,C,20-04-2015,688730609,09-06-2015,9547,81.73,56.67,780276.31,541028.49,239247.82
35319,Europe,Ireland,Baby Food,Online,M,20-04-2015,732418000,30-04-2015,7617,255.28,159.42,1944467.76,1214302.14,730165.62
35759,Europe,Ireland,Household,Offline,C,20-04-2015,601355826,19-05-2015,3407,668.27,502.54,2276795.89,1712153.78,564642.11
4397,Europe,Italy,Cereal,Online,H,20-04-2015,360287892,24-05-2015,6049,205.7,117.11,1244279.3,708398.39,535880.91
4818,Europe,Italy,Household,Offline,L,20-04-2015,316600501,14-05-2015,7979,668.27,502.54,5332126.33,4009766.66,1322359.67
16746,Europe,Italy,Cereal,Online,H,20-04-2015,360287892,24-05-2015,6049,205.7,117.11,1244279.3,708398.39,535880.91
17167,Europe,Italy,Household,Offline,L,20-04-2015,316600501,14-05-2015,7979,668.27,502.54,5332126.33,4009766.66,1322359.67
1420,Europe,Kosovo,Baby Food,Online,H,20-04-2015,447662675,25-04-2015,2188,255.28,159.42,558552.64,348810.96,209741.68
3317,Europe,Kosovo,Personal Care,Online,L,20-04-2015,403975284,04-06-2015,4118,81.73,56.67,336564.14,233367.06,103197.08
15666,Europe,Kosovo,Personal Care,Online,L,20-04-2015,403975284,04-06-2015,4118,81.73,56.67,336564.14,233367.06,103197.08
